customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,owns_car,tenure,age_class
2234,Dylan,Hanvey,Male,48,Electrical Engineer,Manufacturing,Mass Customer,No,18,30-39
2235,Maxine,Cauldwell,Female,75,Social Worker,Health,Affluent Customer,No,16,40-49
2236,Arin,Crickmoor,Male,0,Data Coordiator,Manufacturing,Affluent Customer,Yes,13,50-59
2237,Julia,Walden,Female,83,Data Coordiator,Manufacturing,Mass Customer,Yes,9,50-59
2238,Nata,Plinck,Female,96,Director of Sales,Retail,Mass Customer,Yes,14,40-49
2239,Jocelyne,Pasquale,Female,0,Associate Professor,Property,High Net Worth,Yes,8,60-69
2240,Niall,Hallifax,Male,4,Automation Specialist III,Manufacturing,High Net Worth,Yes,16,50-59
2241,Augy,Jerrems,Male,45,Paralegal,Financial Services,High Net Worth,No,10,40-49
2242,Elsy,Springell,Female,25,VP Sales,Financial Services,Mass Customer,Yes,21,40-49
2243,Lena,Cronshaw,Female,76,Business Systems Development Analyst,Financial Services,Affluent Customer,Yes,7,40-49
2244,Sidney,Cargon,Male,97,Software Test Engineer III,Manufacturing,Mass Customer,No,5,50-59
2245,Elsinore,Banbrook,Female,11,Marketing Manager,Argiculture,Mass Customer,No,3,40-49
2246,Giraldo,Lacer,Male,16,Database Administrator III,Argiculture,Mass Customer,Yes,13,40-49
2247,Gweneth,Wilkins,Female,17,Teacher,Retail,High Net Worth,Yes,1,20-29
2248,Helsa,Grandisson,Female,33,Software Engineer I,Manufacturing,Mass Customer,No,1,20-29
2249,Kiele,Caghan,Female,7,Software Engineer I,Financial Services,Mass Customer,No,5,20-29
2250,De witt,Gleave,Male,72,Software Engineer I,Telecommunications,High Net Worth,No,7,30-39
2251,Leslie,Shotboult,Male,68,Software Engineer I,Property,High Net Worth,No,19,60-69
2252,Darcey,Annis,Female,31,Teacher,IT,High Net Worth,Yes,16,60-69
2253,Gracie,Kubacki,Female,28,Office Assistant I,Manufacturing,Affluent Customer,Yes,13,60-69
2254,Ann,Beek,Female,36,Programmer Analyst II,Health,Affluent Customer,No,18,60-69
2255,Iorgo,Krol,Male,92,Dental Hygienist,Health,Affluent Customer,Yes,5,30-39
2256,Mara,Rosterne,Female,28,Marketing Manager,Retail,Mass Customer,No,15,40-49
2257,Siward,Corradino,Male,27,Librarian,Entertainment,Mass Customer,No,15,40-49
2258,Cathy,Powter,Female,63,Account Executive,Retail,High Net Worth,No,7,50-59
2259,Leanora,Calbert,Female,83,Environmental Specialist,Retail,Affluent Customer,No,2,20-29
2260,Jarad,Barthropp,Male,38,Administrative Assistant IV,Argiculture,High Net Worth,No,11,50-59
2261,Gerome,Monshall,Male,81,Account Representative II,Health,Mass Customer,Yes,13,40-49
2262,Nyssa,Banister,Female,90,Pharmacist,Health,Mass Customer,Yes,2,40-49
2263,Lois,Sorel,Female,79,Professor,Argiculture,Mass Customer,Yes,21,30-39
2264,Tony,Shirley,Female,18,Occupational Therapist,Health,Affluent Customer,No,9,50-59
2265,Brendan,Vicent,Male,55,Occupational Therapist,Property,Mass Customer,Yes,5,40-49
2266,Jeth,Tomes,Male,74,Occupational Therapist,Retail,High Net Worth,No,1,20-29
2267,Andrei,Mulchrone,Female,78,Business Systems Development Analyst,Retail,Affluent Customer,No,14,60-69
2268,Wilhelmina,Gothup,Female,66,Pharmacist,Health,Mass Customer,No,19,50-59
2269,Beitris,Lamy,Female,33,Product Engineer,Health,Mass Customer,No,9,30-39
2270,Augustus,Edleston,Male,50,Information Systems Manager,Retail,Affluent Customer,No,9,50-59
2271,King,Hoston,Male,96,Information Systems Manager,Telecommunications,Mass Customer,Yes,18,50-59
2272,Grete,Hindenburg,Female,82,Internal Auditor,Manufacturing,Mass Customer,No,1,20-29
2273,Rhetta,Lambrook,Female,71,Assistant Professor,Manufacturing,Mass Customer,Yes,9,60-69
2274,Nada,Reinert,Female,15,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,Yes,13,40-49
2275,Ursulina,Carter,Female,77,Human Resources Assistant II,Financial Services,High Net Worth,Yes,8,30-39
2276,Stormy,Caveney,Female,90,Desktop Support Technician,Financial Services,Mass Customer,Yes,12,30-39
2277,Gillie,Ruben,Female,44,Cost Accountant,Financial Services,High Net Worth,Yes,7,60-69
2278,Gerri,Heliet,Male,11,Product Engineer,Health,Affluent Customer,Yes,8,40-49
2279,Garrett,Szymon,Male,42,Human Resources Assistant II,Health,Mass Customer,No,3,40-49
2280,Wrennie,Alexandersson,Female,93,Budget/Accounting Analyst I,Health,Mass Customer,No,9,60-69
2281,Valaria,Abrehart,Female,56,Budget/Accounting Analyst I,Health,High Net Worth,Yes,14,30-39
2282,Dominic,Gregoletti,Male,81,Senior Financial Analyst,Financial Services,Affluent Customer,Yes,7,60-69
2283,Gaspar,Janaway,Male,44,Software Consultant,Financial Services,High Net Worth,No,16,70-79
2284,Ola,Lenoir,Female,83,Staff Accountant IV,Telecommunications,High Net Worth,No,14,50-59
2285,Maritsa,Bellison,Female,71,Quality Control Specialist,Health,High Net Worth,No,5,50-59
2286,Katuscha,Sapsed,Female,20,Staff Scientist,Manufacturing,High Net Worth,No,5,20-29
2287,Gisela,Partener,Female,53,Human Resources Assistant I,Telecommunications,High Net Worth,No,20,50-59
2288,Cirillo,Hook,Male,63,Staff Scientist,Manufacturing,High Net Worth,No,8,60-69
2289,Kissie,Steanson,Female,97,Research Nurse,Health,Affluent Customer,Yes,13,40-49
2290,Myca,Standley,Male,18,Account Executive,Manufacturing,Mass Customer,Yes,5,40-49
2291,Guido,Meynell,Male,67,Accountant IV,Manufacturing,Affluent Customer,Yes,4,50-59
2292,Christie,MacClure,Female,17,Research Nurse,Health,Mass Customer,Yes,2,20-29
2293,Engracia,Newcom,Female,70,Financial Advisor,Financial Services,Affluent Customer,No,16,60-69
2294,Skipton,Cordie,Male,25,Associate Professor,Manufacturing,Mass Customer,No,21,30-39
2295,Farris,Hazelby,Female,35,Internal Auditor,IT,Mass Customer,Yes,11,30-39
2296,Nathalia,Sanger,Female,16,Geologist IV,Retail,Affluent Customer,No,1,20-29
2297,Pauletta,Taffee,Female,16,Geological Engineer,Manufacturing,Affluent Customer,Yes,19,50-59
2298,Brigham,Vyse,Male,64,Environmental Tech,Property,Mass Customer,Yes,5,20-29
2299,Mahmoud,Dagworthy,Male,11,Computer Systems Analyst I,Property,High Net Worth,Yes,7,30-39
2300,Cary,Cockerham,Male,20,Computer Systems Analyst I,Financial Services,Mass Customer,Yes,3,20-29
2301,Ken,Vashchenko,Male,66,Senior Cost Accountant,Financial Services,Mass Customer,Yes,19,50-59
2302,Loraine,Beamish,Female,43,Mechanical Systems Engineer,Retail,Mass Customer,Yes,4,20-29
2303,Alair,Combe,Male,22,Database Administrator IV,Retail,Mass Customer,Yes,4,30-39
2304,Shelia,Bellew,Female,65,Database Administrator IV,Retail,Mass Customer,Yes,11,60-69
2305,Aeriell,Greeding,Female,91,Chief Design Engineer,Financial Services,Affluent Customer,Yes,13,40-49
2306,Hilary,Tregunna,Female,98,Paralegal,Financial Services,High Net Worth,Yes,9,60-69
2307,Corina,Shadwick,Female,57,Desktop Support Technician,Retail,High Net Worth,Yes,13,40-49
2308,Nancey,Hastie,Female,52,Paralegal,Financial Services,Mass Customer,Yes,17,60-69
2309,Herc,McIlhone,Male,40,Accounting Assistant I,Manufacturing,Affluent Customer,No,14,30-39
2310,Jed,Humpherston,Male,12,Executive Secretary,Manufacturing,High Net Worth,Yes,11,50-59
2311,Addi,Addi,Female,49,Design Engineer,Health,Mass Customer,No,16,30-39
2312,Ronnica,Grebner,Female,72,Assistant Manager,Manufacturing,Mass Customer,No,18,40-49
2313,Christa,Pauley,Female,54,Chemical Engineer,Manufacturing,Mass Customer,No,12,50-59
2314,Ravid,Lapenna,Male,59,Registered Nurse,Health,High Net Worth,Yes,7,30-39
2315,Pernell,MacCheyne,Male,25,Community Outreach Specialist,Financial Services,Affluent Customer,No,8,30-39
2316,Vernen,Bourgaize,Male,79,Computer Systems Analyst IV,Financial Services,Affluent Customer,Yes,11,40-49
2317,Alwin,Cuberley,Male,97,Tax Accountant,Health,Mass Customer,Yes,16,40-49
2318,Willa,Malyan,Female,30,Automation Specialist I,Manufacturing,Mass Customer,Yes,6,30-39
2319,David,Darrigrand,Male,63,Librarian,Entertainment,High Net Worth,No,18,30-39
2320,Kaylyn,Throssell,Female,14,Senior Developer,Manufacturing,Affluent Customer,No,16,50-59
2321,Libbi,Freeberne,Female,27,Nuclear Power Engineer,Manufacturing,Mass Customer,Yes,20,40-49
2322,Hazlett,Rosenschein,Male,72,Biostatistician III,Health,Mass Customer,Yes,2,30-39
2323,Adair,Piser,Male,2,Desktop Support Technician,Property,High Net Worth,No,13,30-39
2324,Jerrold,Robben,Male,44,Sales Associate,Manufacturing,Mass Customer,Yes,16,50-59
2325,Emmett,Whatsize,Male,50,Database Administrator IV,Retail,High Net Worth,Yes,12,60-69
2326,Trev,Boothebie,Male,64,Programmer Analyst I,Retail,High Net Worth,No,14,50-59
2327,Alie,Sowle,Female,19,Budget/Accounting Analyst II,Retail,Affluent Customer,No,6,60-69
2328,Gayler,Shackle,Male,63,Dental Hygienist,Health,Mass Customer,Yes,8,30-39
2329,Donny,Stiven,Female,7,Computer Systems Analyst II,IT,Affluent Customer,No,20,60-69
2330,Claresta,Bonnor,Female,5,Account Coordinator,Property,Mass Customer,No,9,30-39
2331,Marybelle,Antal,Female,48,Database Administrator III,Financial Services,Mass Customer,Yes,10,60-69
2332,Jeff,Goodere,Male,99,Developer III,Property,High Net Worth,Yes,10,40-49
2333,Ives,Adolfson,Male,82,Structural Analysis Engineer,Financial Services,Mass Customer,Yes,10,50-59
2334,Zebulen,Hefford,Male,30,Food Chemist,Health,Affluent Customer,No,5,20-29
2335,Payton,Sheach,Female,42,Account Executive,IT,Mass Customer,No,13,20-29
2336,Karney,Labrone,Male,59,Dental Hygienist,Health,Affluent Customer,No,17,40-49
2337,Odilia,Bick,Female,47,Programmer Analyst II,Health,Mass Customer,No,1,20-29
2338,Clarie,Hackworth,Female,13,Programmer Analyst IV,Manufacturing,Mass Customer,No,5,30-39
2339,Damien,Haddeston,Male,3,Web Designer II,Property,Affluent Customer,Yes,16,60-69
2340,Joachim,Amer,Male,33,Research Assistant IV,Health,Mass Customer,Yes,16,40-49
2341,Caterina,Scedall,Female,41,Web Designer II,IT,Mass Customer,Yes,16,40-49
2342,Clara,Jakel,Female,87,Web Designer II,IT,Mass Customer,No,2,20-29
2343,Wilhelm,Corteis,Male,6,Nurse Practicioner,Argiculture,High Net Worth,Yes,5,60-69
2344,Wat,Robelin,Male,93,Nurse,Financial Services,Mass Customer,Yes,7,30-39
2345,Arden,Godard,Female,50,Systems Administrator I,Retail,Affluent Customer,Yes,3,30-39
2346,Joey,Scheffler,Male,89,Information Systems Manager,Retail,Mass Customer,Yes,4,40-49
2347,L;urette,Annott,Female,79,Programmer Analyst I,Retail,High Net Worth,No,11,60-69
2348,Keeley,Winslet,Female,2,Web Designer IV,Manufacturing,Mass Customer,No,16,60-69
2349,Julee,Garwell,Female,23,Executive Secretary,Telecommunications,High Net Worth,No,3,40-49
2350,Lorinda,Malpass,Female,32,Nurse Practicioner,Telecommunications,Mass Customer,Yes,14,60-69
2351,Felicity,Beirne,Female,35,Assistant Professor,Retail,Affluent Customer,Yes,10,30-39
2352,Cilka,Dabbes,Female,76,Statistician II,Retail,Mass Customer,Yes,13,50-59
2353,Lyn,Luquet,Male,93,Health Coach IV,Health,Affluent Customer,Yes,12,40-49
2354,Tammie,Fisbey,Female,99,Product Engineer,Retail,Mass Customer,No,17,60-69
2355,Shaughn,Shaughn,Male,87,Operator,Manufacturing,Mass Customer,Yes,4,30-39
2356,Arluene,Manchester,Female,58,Geological Engineer,Manufacturing,Affluent Customer,No,3,20-29
2357,Lisette,Mingardi,Female,39,Civil Engineer,Manufacturing,Mass Customer,No,6,60-69
2358,Ave,Peatt,Male,26,Senior Sales Associate,Retail,High Net Worth,Yes,15,60-69
2359,Merlina,Bream,Female,80,Mechanical Systems Engineer,Property,High Net Worth,Yes,7,30-39
2360,Karleen,McGenn,Female,0,VP Accounting,Financial Services,High Net Worth,Yes,5,40-49
2361,Jeannette,Cerman,Female,55,Help Desk Operator,Financial Services,High Net Worth,Yes,20,60-69
2362,Herbie,Machans,Male,49,Developer II,Financial Services,Affluent Customer,Yes,19,50-59
2363,Bobby,Farmiloe,Male,92,Nurse,Entertainment,Mass Customer,Yes,16,40-49
2364,Fielding,Linklater,Male,19,Speech Pathologist,Entertainment,Mass Customer,Yes,13,20-29
2365,Lauretta,Furmonger,Female,2,Structural Analysis Engineer,Argiculture,Mass Customer,Yes,3,20-29
2366,Idette,Mapam,Female,51,Web Designer I,Health,Mass Customer,Yes,15,40-49
2367,Lorne,Sabin,Male,40,Electrical Engineer,Manufacturing,Mass Customer,Yes,16,60-69
2368,Rowe,Losbie,Female,98,Chemical Engineer,Manufacturing,Mass Customer,No,10,30-39
2369,Averyl,Gosz,Female,80,Financial Analyst,Financial Services,Mass Customer,Yes,1,20-29
2370,Juliane,Calltone,Female,35,Analyst Programmer,Property,High Net Worth,No,7,20-29
2371,Rory,Lokier,Female,22,Staff Scientist,Manufacturing,High Net Worth,Yes,8,50-59
2372,Jim,Shoppee,Male,14,Clinical Specialist,Health,Affluent Customer,No,10,40-49
2373,Cordy,Readshall,Female,51,Structural Engineer,Manufacturing,High Net Worth,Yes,16,40-49
2374,Dolf,Baudichon,Male,6,Design Engineer,Financial Services,Mass Customer,No,9,30-39
2375,Alika,Milbourne,Female,21,Sales Representative,Retail,Affluent Customer,No,8,30-39
2376,Eada,Narbett,Female,84,Community Outreach Specialist,Retail,High Net Worth,Yes,12,60-69
2377,Kristien,Dunne,Female,29,Analog Circuit Design manager,IT,High Net Worth,No,2,20-29
2378,Aggi,Farncombe,Female,41,Research Assistant II,Manufacturing,Affluent Customer,No,1,30-39
2379,Trixie,Piscopiello,Female,85,Occupational Therapist,Health,Affluent Customer,Yes,15,40-49
2380,Merissa,Milella,Female,44,Technical Writer,Retail,Mass Customer,Yes,15,60-69
2381,Dulsea,Pladen,Female,91,Programmer I,Argiculture,Affluent Customer,Yes,5,50-59
2382,Turner,Huggens,Male,79,Accounting Assistant III,Retail,Mass Customer,Yes,4,50-59
2383,Zaria,Eberz,Female,34,Compensation Analyst,Financial Services,Mass Customer,No,15,40-49
2384,Garey,Letrange,Male,96,Operator,Health,High Net Worth,Yes,6,60-69
2385,Gaultiero,Lissenden,Male,70,Dental Hygienist,Health,Mass Customer,No,8,60-69
2386,Adrianne,Lowerson,Female,93,Compensation Analyst,Financial Services,Mass Customer,No,2,20-29
2387,Roy,Jone,Male,33,Nurse,Financial Services,High Net Worth,Yes,9,40-49
2388,Quincy,Weben,Male,84,Cost Accountant,Financial Services,Mass Customer,No,1,20-29
2389,Sibyl,Gudge,Male,18,Desktop Support Technician,Retail,High Net Worth,No,7,50-59
2390,Tonya,Nealand,Female,48,Legal Assistant,Property,Mass Customer,No,12,60-69
2391,Corny,Millott,Female,72,Nurse Practicioner,Health,Mass Customer,No,14,60-69
2392,Isadora,Gronaller,Female,48,Marketing Assistant,Manufacturing,Affluent Customer,No,2,20-29
2393,Dorian,Colledge,Female,68,Registered Nurse,Health,High Net Worth,Yes,11,40-49
2394,Ferne,Reese,Female,31,GIS Technical Architect,Health,Mass Customer,Yes,7,20-29
2395,Ashlin,Kesby,Male,23,Executive Secretary,Health,High Net Worth,No,16,50-59
2396,Elmira,Wildblood,Female,40,Recruiter,Retail,Affluent Customer,Yes,7,50-59
2397,Cassius,Birchenough,Male,33,Analyst Programmer,Retail,Affluent Customer,Yes,4,30-39
2398,Mirelle,Mirelle,Female,6,Administrative Assistant IV,Financial Services,High Net Worth,Yes,1,20-29
2399,Devonne,McPolin,Female,20,Software Consultant,Manufacturing,High Net Worth,Yes,14,40-49
2400,Lindsay,Stollsteiner,Male,73,Office Assistant III,Property,Mass Customer,Yes,22,40-49
2401,Drake,Riguard,Male,7,Staff Scientist,Property,Mass Customer,Yes,15,40-49
2402,Merrielle,Strafen,Female,99,Cost Accountant,Financial Services,Mass Customer,Yes,8,60-69
2403,Karalee,Tremlett,Female,41,Technical Writer,Financial Services,Affluent Customer,No,12,40-49
2404,Conney,Grouse,Male,13,Graphic Designer,Retail,Mass Customer,No,6,60-69
2405,Quintana,Merricks,Female,16,Structural Analysis Engineer,Retail,Mass Customer,No,18,60-69
2406,Randal,Messager,Male,34,Executive Secretary,Retail,Affluent Customer,Yes,9,50-59
2407,Merrily,Merrily,Female,24,Executive Secretary,Financial Services,High Net Worth,Yes,6,60-69
2408,Celestia,Celestia,Female,38,VP Marketing,Health,Mass Customer,No,16,60-69
2409,Carolan,Ortler,Female,23,VP Marketing,Health,Mass Customer,No,12,30-39
2410,Eugenia,Verey,Female,75,Geological Engineer,Manufacturing,Mass Customer,Yes,21,40-49
2411,Casey,McDade,Male,0,Technical Writer,Financial Services,High Net Worth,No,13,60-69
2412,Tiffi,Havercroft,Female,77,Chemical Engineer,Manufacturing,Affluent Customer,No,8,40-49
2413,Abbey,Murrow,Male,27,Environmental Specialist,Manufacturing,High Net Worth,Yes,17,80-89
2414,Basile,Bowlas,Female,18,Registered Nurse,Health,Mass Customer,Yes,3,80-89
2415,Tanner,Harp,Male,56,Web Designer II,Manufacturing,Mass Customer,No,3,40-49
2416,Eberhard,Shalcras,Male,19,Office Assistant I,Health,Affluent Customer,No,16,60-69
2417,Cacilia,Swetland,Female,27,Nurse,Health,Affluent Customer,No,22,50-59
2418,Elspeth,Brazil,Female,82,Software Engineer III,Property,Mass Customer,Yes,13,50-59
2419,Aron,Karlsen,Male,96,Physical Therapy Assistant,Property,High Net Worth,No,9,40-49
2420,Celie,Guyers,Female,10,Staff Scientist,Financial Services,High Net Worth,No,16,40-49
2421,Marilee,Garbott,Female,54,Research Nurse,Health,Affluent Customer,Yes,13,70-79
2422,Crysta,Woliter,Female,96,Librarian,Entertainment,High Net Worth,No,13,40-49
2423,Lenci,Symcox,Male,49,Professor,IT,Mass Customer,Yes,20,40-49
2424,Loren,Batkin,Male,17,Professor,IT,Affluent Customer,Yes,15,40-49
2425,Barn,Sainsberry,Male,32,Help Desk Technician,IT,Mass Customer,Yes,11,40-49
2426,Yancy,Ovett,Female,64,Help Desk Technician,IT,Affluent Customer,Yes,9,40-49
2427,Myrta,Whibley,Female,20,Senior Developer,IT,High Net Worth,Yes,2,20-29
2428,Pauly,Keightley,Male,74,Help Desk Operator,IT,Mass Customer,Yes,9,50-59
2429,Emeline,Baldi,Female,54,Assistant Professor,Manufacturing,Mass Customer,Yes,3,40-49
2430,Humbert,Dikles,Male,38,Quality Engineer,Manufacturing,Mass Customer,No,5,50-59
2431,Alvy,Tyndall,Male,15,Senior Cost Accountant,Financial Services,Mass Customer,Yes,2,20-29
2432,Ebba,Melhuish,Female,67,Nuclear Power Engineer,Manufacturing,Affluent Customer,Yes,5,40-49
2433,Burty,Strutz,Male,38,Nurse Practicioner,Manufacturing,High Net Worth,Yes,8,40-49
2434,Lenci,Soars,Male,40,Environmental Specialist,Manufacturing,Affluent Customer,No,18,60-69
2435,Orly,Ceney,Female,69,Account Coordinator,Manufacturing,Mass Customer,No,14,60-69
2436,Jaymie,Wellesley,Male,37,Help Desk Technician,IT,Mass Customer,No,4,30-39
2437,Simonette,Cressingham,Female,90,Marketing Manager,Financial Services,Mass Customer,Yes,18,40-49
2438,Lorianne,Ethersey,Female,76,Speech Pathologist,Manufacturing,Mass Customer,Yes,4,40-49
2439,Shelly,Yakebovitch,Female,44,Speech Pathologist,Manufacturing,Affluent Customer,No,15,50-59
2440,Lethia,Juanes,Female,17,Engineer II,Manufacturing,Affluent Customer,No,8,60-69
2441,Loutitia,Pinkie,Female,52,Engineer II,Property,High Net Worth,Yes,5,60-69
2442,Odie,Enrrico,Male,8,Social Worker,Health,Affluent Customer,Yes,17,60-69
2443,Towny,Python,Male,30,Computer Systems Analyst I,Property,High Net Worth,No,20,30-39
2444,Emmet,Cristoforo,Male,22,Associate Professor,Manufacturing,High Net Worth,No,11,40-49
2445,Johnnie,Prujean,Male,46,Quality Control Specialist,Retail,Affluent Customer,No,18,40-49
2446,Lovell,Kiss,Male,33,Quality Control Specialist,Retail,Affluent Customer,No,17,60-69
2447,Richard,Poor,Male,55,Tax Accountant,Retail,Affluent Customer,Yes,2,20-29
2448,Lorri,Iston,Female,5,Structural Analysis Engineer,Property,High Net Worth,No,10,30-39
2449,Oates,Broadberrie,Male,54,Tax Accountant,Property,Affluent Customer,No,8,40-49
2450,Jayson,Breheny,Male,64,Structural Engineer,Retail,Affluent Customer,Yes,7,50-59
2451,Upton,Orford,Male,33,Editor,Argiculture,Affluent Customer,Yes,18,50-59
2452,Sophronia,Yerrill,Female,93,Chemical Engineer,Manufacturing,Mass Customer,Yes,17,40-49
2453,Ruthe,Campe,Female,22,Safety Technician II,Telecommunications,High Net Worth,No,9,30-39
2454,Gene,Brome,Female,81,Senior Sales Associate,Property,Mass Customer,Yes,12,60-69
2455,Kathe,Heatlie,Female,64,Senior Sales Associate,Manufacturing,Mass Customer,No,21,40-49
2456,Reidar,Pullin,Male,9,Sales Associate,Manufacturing,Mass Customer,No,10,30-39
2457,Benito,Vearnals,Male,70,Developer IV,IT,High Net Worth,Yes,15,40-49
2458,Leilah,Liddel,Female,73,Media Manager II,Manufacturing,High Net Worth,Yes,5,60-69
2459,Jeanna,Naulls,Female,67,Quality Engineer,Manufacturing,High Net Worth,No,18,30-39
2460,Mick,Boutellier,Male,88,Nurse Practicioner,Manufacturing,High Net Worth,Yes,12,40-49
2461,Tully,Tully,Male,89,Speech Pathologist,Manufacturing,Affluent Customer,No,17,40-49
2462,Fletcher,Hutchens,Male,17,Assistant Media Planner,Entertainment,Affluent Customer,No,21,40-49
2463,Krystle,Jovicevic,Female,54,Pharmacist,Health,Mass Customer,No,12,40-49
2464,Cleve,Jindrak,Male,78,Speech Pathologist,Retail,Mass Customer,No,6,40-49
2465,Paloma,Nilles,Female,31,Senior Editor,Retail,Mass Customer,Yes,2,40-49
2466,Araldo,Klamp,Male,62,Software Test Engineer IV,Entertainment,High Net Worth,No,16,40-49
2467,Ynez,Fawloe,Female,71,Engineer III,Manufacturing,Affluent Customer,Yes,4,40-49
2468,Parker,Barenskie,Male,51,Marketing Assistant,Retail,High Net Worth,No,1,20-29
2469,Kermie,Hedger,Female,18,Accounting Assistant II,IT,Mass Customer,Yes,2,20-29
2470,Roy,Dunaway,Male,70,Accounting Assistant II,Argiculture,Mass Customer,No,13,60-69
2471,Noland,Bresland,Male,55,Geological Engineer,Manufacturing,Mass Customer,Yes,8,40-49
2472,Mathias,Element,Male,99,Product Engineer,Health,High Net Worth,Yes,16,30-39
2473,Davon,Davon,Male,50,Administrative Assistant I,Entertainment,Mass Customer,Yes,13,50-59
2474,Chrysa,Burrett,Female,59,Executive Secretary,Argiculture,High Net Worth,Yes,6,40-49
2475,Cammi,Ambrogioni,Female,68,Quality Control Specialist,Argiculture,Mass Customer,No,20,40-49
2476,Hal,Braddon,Male,13,Administrative Officer,Property,High Net Worth,No,17,60-69
2477,Barney,Tilling,Male,25,Electrical Engineer,Manufacturing,Affluent Customer,Yes,10,40-49
2478,Andreas,Lamke,Male,85,Senior Cost Accountant,Financial Services,Affluent Customer,Yes,10,50-59
2479,Helge,Voller,Female,81,Community Outreach Specialist,Retail,Mass Customer,No,5,20-29
2480,Adey,Shevlin,Female,3,Nuclear Power Engineer,Manufacturing,High Net Worth,Yes,16,50-59
2481,Amber,Ruslin,Female,71,Chief Design Engineer,Manufacturing,Mass Customer,Yes,12,40-49
2482,Regan,Siemens,Male,95,Pharmacist,Health,Mass Customer,Yes,10,70-79
2483,Greta,Cotterrill,Female,54,Pharmacist,Manufacturing,Mass Customer,No,10,30-39
2484,Elise,Slimm,Female,77,Senior Quality Engineer,Property,Mass Customer,Yes,14,40-49
2485,Ringo,Parkyn,Male,93,Help Desk Technician,Property,Mass Customer,Yes,12,60-69
2486,Alaine,Halbord,Female,77,Structural Engineer,Manufacturing,Mass Customer,Yes,5,70-79
2487,Elton,Piggford,Male,92,Operator,IT,Affluent Customer,Yes,14,40-49
2488,Idalia,Braunton,Female,32,Senior Financial Analyst,Financial Services,Mass Customer,Yes,7,30-39
2489,Emma,Mates,Female,42,Speech Pathologist,Retail,Mass Customer,No,15,40-49
2490,Clint,Krause,Male,28,Speech Pathologist,Health,Mass Customer,Yes,5,30-39
2491,Tabbie,Turone,Male,74,Clinical Specialist,Health,Mass Customer,No,14,40-49
2492,Gayelord,Lipman,Male,35,Design Engineer,Manufacturing,High Net Worth,No,9,50-59
2493,Rey,Collum,Male,56,Assistant Media Planner,Entertainment,Mass Customer,Yes,17,40-49
2494,Donella,Emm,Female,98,Senior Sales Associate,Manufacturing,High Net Worth,No,16,50-59
2495,Gwenore,Suero,Female,89,Assistant Professor,IT,Affluent Customer,No,17,70-79
2496,Lew,Wittleton,Male,29,Web Developer II,Manufacturing,Mass Customer,Yes,21,40-49
2497,Gustav,Aaronsohn,Male,33,Administrative Assistant IV,Property,Affluent Customer,No,12,50-59
2498,Rosana,Emmatt,Female,70,Software Test Engineer III,Retail,High Net Worth,No,8,40-49
2499,Doll,Tschirschky,Female,77,Account Representative I,Retail,Mass Customer,No,14,50-59
2500,Micky,Livings,Female,35,Senior Developer,Property,High Net Worth,Yes,17,60-69
2501,Ora,Meaddowcroft,Female,80,Actuary,Financial Services,Mass Customer,Yes,10,50-59
2502,Concordia,Mussington,Female,6,Structural Engineer,Manufacturing,Mass Customer,Yes,11,60-69
2503,Devlin,Laneham,Male,80,Budget/Accounting Analyst I,Health,Affluent Customer,Yes,10,50-59
2504,Aloysius,Huffer,Male,52,Budget/Accounting Analyst I,Property,Mass Customer,No,2,20-29
2505,Myrah,McCarry,Female,45,VP Marketing,Financial Services,High Net Worth,No,3,40-49
2506,Arlana,Ferrick,Female,97,VP Marketing,Health,Affluent Customer,No,9,60-69
2507,Alysa,Galilee,Female,77,Biostatistician III,Health,Affluent Customer,Yes,8,30-39
2508,Virgil,Borkett,Male,98,Information Systems Manager,Health,Mass Customer,No,3,20-29
2509,Danya,Beadles,Male,99,Help Desk Technician,Financial Services,Mass Customer,No,7,50-59
2510,Nealson,Lowdham,Male,43,Human Resources Manager,Manufacturing,Mass Customer,Yes,7,50-59
2511,Jedidiah,Daulby,Male,20,Technical Writer,Financial Services,Mass Customer,Yes,4,30-39
2512,Franzen,Halliday,Male,3,Web Developer I,Financial Services,High Net Worth,Yes,19,50-59
2513,Rustie,Ligoe,Male,55,Structural Analysis Engineer,Property,Mass Customer,No,12,40-49
2514,Vincenty,Sayer,Male,25,Senior Financial Analyst,Financial Services,High Net Worth,Yes,17,40-49
2515,Manya,Manya,Female,24,Senior Financial Analyst,Retail,Affluent Customer,Yes,3,20-29
2516,Zoe,Kiddye,Female,42,Registered Nurse,Health,Mass Customer,No,19,50-59
2517,Rozanna,Kegan,Female,1,Research Nurse,Health,Mass Customer,Yes,9,40-49
2518,Krystalle,Ives,Female,53,Recruiting Manager,Health,Mass Customer,Yes,19,70-79
2519,Ryon,Dalliston,Male,76,Senior Developer,Manufacturing,Mass Customer,Yes,5,40-49
2520,Gabie,Skett,Male,71,Accountant III,Retail,Affluent Customer,Yes,10,50-59
2521,Kellia,Martugin,Female,35,Chemical Engineer,Manufacturing,High Net Worth,Yes,3,20-29
2522,Benton,MacGragh,Male,42,Chemical Engineer,Manufacturing,High Net Worth,No,14,40-49
2523,Lauree,Shewery,Female,28,VP Marketing,Financial Services,Mass Customer,Yes,9,60-69
